date,pre_mean,pre_std,pre_kurt,hum_mean,hum_std,hum_kurt,tem_mean,tem_std,tem_kurt,occ
2019-01-10 11:24:00,95355.901,1.7449192913568328,-1.3072466893876582,60.691999999999986,0.4953517268904352,-1.0701574857485072,26.843,0.03917198545446034,-1.3190571145878582,M
2019-01-10 11:24:10,95356.15333333334,1.7497161674646162,-1.9804207913162282,61.166666666666664,0.13426342266851973,2.4250275178563996,26.923333333333336,0.013662601021279476,1.339285714287687,M
2019-01-10 11:25:00,95358.094,1.3499563778921169,-1.0476156049895966,61.428999999999995,0.16881613930216433,-1.1358643980439656,26.976,0.02170509412813352,-1.154436632253629,M
2019-01-10 11:25:10,95356.456,1.645425983341799,0.10859436144622414,61.727999999999994,0.5748391079249924,1.038259889257172,27.032,0.02394437999475655,-0.6075677972649118,M
2019-01-10 11:25:20,95356.954,0.4652884410023337,-0.7456393087981059,63.25899999999999,0.463835459331571,-1.4971383058800245,27.118000000000002,0.015491933384829955,-0.45800264550205894,M
2019-01-10 11:25:30,95357.761,1.0895100835792795,-1.4042726448852534,62.35,0.07859884081700885,0.2752505600863193,27.164000000000005,0.018973665961009117,-1.4381246325690764,M
2019-01-10 11:25:40,95354.19999999998,2.0267817949766243,0.9859175423035778,63.22800000000001,0.35912857493289946,-1.0346869897497855,27.233999999999998,0.021705094128134223,-1.272440624523242,M
2019-01-10 11:25:50,95353.15899999999,1.1294684098667425,-1.1399151911141385,63.398,0.3588190506524297,-0.46521031617453446,27.294,0.020110804171997648,-0.7512679628065233,M
2019-01-10 11:26:00,95352.32200000001,1.1153753727885518,1.664260175929103,64.814,0.39944962135417866,-0.8026158957690508,27.381999999999998,0.02250925735484513,-0.5015829046302773,M
2019-01-10 11:26:10,95352.132,1.156477410066207,-0.24147390898318744,63.674000000000014,0.5354375158067821,-1.3891315437425695,27.435999999999996,0.013498971154211793,-0.12524432735614788,M
2019-01-10 11:26:20,95357.62700000001,6.619238039390349,-2.075956691520437,62.717999999999996,0.5043764026553518,-1.734691048524036,27.490999999999996,0.01728840330651914,-0.8354539836979704,M
2019-01-10 11:26:30,95363.19499999999,1.1390761363706288,-1.0958653740512703,61.536,0.28783482917966685,-0.6922026786428153,27.526,0.009660917830795201,-0.6231778425661925,M
2019-01-10 11:26:40,95363.94,2.0184537536356655,4.626200320343284,60.638,0.19509541825020726,-0.37413542976933467,27.553000000000004,0.01159501808728306,-1.2267897391857585,M
2019-01-10 11:26:50,95364.15599999999,0.9666804596678936,3.8951677065716703,60.05500000000001,0.10554093465991234,-0.11537135074717142,27.595,0.01080123449734667,-1.0320699708456758,M
2019-01-10 11:27:00,95363.398,1.1980706712584372,-1.1512962016675057,59.947,0.008232726023488615,-1.0434982915525768,27.633999999999997,0.012649110640672609,-1.6629464285721305,M
2019-01-10 11:27:10,95364.199,1.5588631897751408,-0.7114847901517645,59.827,0.07334090869963841,-1.3423261278577505,27.664000000000005,0.0069920589878016285,-0.14610389610090735,M
2019-01-10 11:27:20,95363.34900000002,1.3915494960646406,-0.2612379599839212,59.69100000000001,0.013703203194062428,-0.8719682684164463,27.682,0.01135292424395122,-0.708977407847224,M
2019-01-10 11:27:30,95362.219,1.6033953556933216,-1.5197599651359748,59.669000000000004,0.024244128727959287,0.5919024425601096,27.717000000000002,0.010593499054715471,-1.2376937835221264,M
2019-01-10 11:27:40,95360.347,0.7296125303544051,-0.4995867827080849,59.51800000000001,0.042895221179054914,-0.9972769826277257,27.743000000000002,0.009486832980503915,-0.34685479129959385,M
2019-01-10 11:27:50,95359.98,2.013454742477018,0.48503932792365845,59.53555555555556,0.0240370085030926,-1.7091346153855254,27.77333333333333,0.012247448713914139,-1.5555555555557055,M
2019-01-10 11:28:00,95360.43499999998,1.5714625176694625,-0.11435304117253153,59.414,0.04141926551202355,-1.1670004084481782,27.808,0.013165611772086215,-0.7512679628064736,M
2019-01-10 11:28:10,95359.192,2.205361144523809,-1.3898508094474207,59.110000000000014,0.1189771219838312,-0.0413175793543461,27.833999999999996,0.008432740427115882,0.3703962053577481,M
2019-01-10 11:28:20,95360.107,1.7615211229651657,-0.5065110361047691,58.795,0.06737127643802755,-0.9492214210912611,27.852999999999998,0.008232726023485524,1.236994663493384,M
2019-01-10 11:28:30,95358.78300000001,1.0511480496175214,0.5139455217186466,58.809000000000005,0.0737036106457626,-1.0099768135491565,27.882999999999992,0.008232726023485857,-1.043498291551047,M
2019-01-10 11:28:40,95360.393,1.71980651366743,0.35450113230125524,58.66600000000001,0.04812021982031903,-1.549652068563414,27.902000000000005,0.006324555320337772,0.1785714285700326,M
2019-01-10 11:28:50,95360.92199999999,1.5303870243943754,-0.046354227947523086,58.524,0.057193628238739254,-1.831037875223692,27.920000000000005,0.006666666666665311,0.08035714285714413,M
2019-01-10 11:29:00,95359.58200000001,1.088952605842637,0.7259764429158615,58.49499999999999,0.037490739597340964,-0.0455159207540623,27.939999999999998,0.009428090415820147,-2.129464285714285,M
2019-01-10 11:29:10,95358.98999999999,0.7582875444052719,2.86059192357983,58.297000000000004,0.0683211371229855,-1.835523067662538,27.967999999999996,0.0042163702135559495,1.4062500000018838,M
2019-01-10 11:29:20,95357.831,1.1804937761642431,-1.3583083798850528,58.252999999999986,0.022135943621182676,-1.6062751631265546,27.98,0.009428090415820147,-2.1294642857142865,M
2019-01-10 11:29:30,95355.918,1.5600413099959232,-0.920988626179704,58.04,0.11421227799341378,-0.11223399999122474,28.008999999999997,0.0073786478737257535,-0.733622895223065,M
2019-01-10 11:29:40,95357.629,1.5482351960278133,-1.2170665870053323,57.98199999999999,0.019888578520233947,-1.9987330243298906,28.021000000000004,0.0031622776601686864,9.999999999970967,M
2019-01-10 11:29:50,95358.49,1.401757825019755,-0.4842822436314327,58.096666666666664,0.04031128874149161,-1.3721048182591273,28.041111111111114,0.012692955176439761,-0.7001868523867296,M
2019-01-10 11:30:00,95358.01600000002,1.012688391251651,-1.1788570199806028,57.963,0.07165503781622179,-0.525639230732184,28.065999999999995,0.005163977794944264,-2.276785714288226,M
2019-01-10 11:30:10,95357.41900000001,1.9458814055403875,-0.9832148352966632,57.769000000000005,0.05933895104491583,-1.5560050583001561,28.068999999999996,0.0031622776601686864,9.999999999993303,M
2019-01-10 11:30:20,95358.66,1.7277152543194854,-0.12786728811317616,57.714999999999996,0.015811388300840647,-0.05714285714047662,28.060999999999996,0.003162277660168988,9.9999999999933,M
2019-01-10 11:30:30,95359.197,1.0142983343742582,-0.6099744056398264,57.739,0.007378647873727869,-0.7336228952225965,28.068999999999996,0.008755950357708946,-1.733729408587227,M
2019-01-10 11:30:40,95359.006,1.2693760497009852,-0.4929893755328809,57.753,0.01251665557034638,-0.49278923882670345,28.095999999999997,0.00966091783079276,-0.021865889215037626,M
2019-01-10 11:30:50,95358.41625,2.391783181170503,2.196344788343932,57.74125,0.02850438562747916,2.946650887574095,28.12125,0.008345229603961501,-1.3917159763310125,M
2019-01-10 11:31:00,95358.27699999999,1.3562452252877875,1.1381544116797402,57.496,0.08783823515733885,0.12207785248212133,28.137999999999995,0.004216370213558174,1.4062499999943467,M
2019-01-10 11:31:10,95357.25200000001,1.615417386727066,-0.5762434023816834,57.451,0.04067486256208786,-1.0101729739990883,28.155,0.007071067811866636,0.571428571428573,M
2019-01-10 11:31:20,95358.035,1.3738854068319788,-0.6818221822542618,57.38099999999999,0.017288403306518936,-0.9527231519757717,28.165000000000003,0.0070710678118656835,0.5714285714248479,M
2019-01-10 11:31:30,95360.201,1.7372100877277603,0.522762042980017,57.379999999999995,0.02867441755680986,-1.2723312115201515,28.191999999999997,0.007888106377463141,-1.0741618075796264,M
2019-01-10 11:31:40,95359.68299999999,1.2342163505692922,0.19884036300788654,57.396,0.060221812216727,0.8212176184811737,28.218,0.009189365834727403,0.39622081519649743,M
2019-01-10 11:31:50,95357.30399999999,1.6215849585426472,1.833629969144,57.31999999999999,0.05734883511361699,-0.33529590159591827,28.22,0.0,0.0,M
2019-01-10 11:32:00,95359.242,0.893504958637056,2.0395953137732956,57.613000000000014,0.08138386408455495,-0.9131599989759547,28.233000000000004,0.009486832980502265,-0.34685479129934427,M
2019-01-10 11:32:10,95358.63200000001,1.1878346312181256,-0.801001011319733,57.54999999999999,0.04546060565661519,1.6976735543340258,28.247999999999998,0.00788810637746707,-1.0741618075806372,M
2019-01-10 11:32:20,95359.367,1.1455425691675813,-1.2853072304750803,57.501999999999995,0.05769652406245097,-0.7410347753393567,28.275,0.008498365855990299,0.10650887573854728,M
2019-01-10 11:32:30,95360.51699999999,1.541536390894041,-1.3011718064771087,57.678999999999995,0.1647523393865277,-1.2826648553165683,28.3,0.012472191289248166,-0.911807580175366,M
2019-01-10 11:32:40,95360.215,0.8993238200626528,0.016464874713261857,57.626,0.12729667884294424,-0.6250517580199388,28.332,0.00788810637746465,-1.0741618075802628,M
2019-01-10 11:32:50,95360.003,1.433403486654445,0.1748460338779365,57.227999999999994,0.057115866641608344,0.9500576990597054,28.325999999999993,0.005163977794941902,-2.276785714284877,M
2019-01-10 11:33:00,95361.535,1.418545812521779,0.2999207007540585,57.044,0.0865640418033563,-1.596533528306137,28.317,0.006749485577106197,-0.2829948160124758,M
2019-01-10 11:33:10,95362.41,1.4336511275616246,0.9122342873145701,56.85600000000001,0.03977715704046947,0.5267572524219446,28.309999999999995,0.0,0.0,M
2019-01-10 11:33:20,95361.65999999999,1.0403525043613524,-1.4727817009826403,56.766999999999996,0.009486832980510375,-0.34685479130122054,28.301000000000005,0.0031622776601688734,9.999999999968733,M
2019-01-10 11:33:30,95362.83699999998,0.7760734501306727,0.060848983022935066,56.788,0.02859681411936902,-1.2333169474077272,28.299,0.005676462121974705,1.49821640903592,M
2019-01-10 11:33:40,95362.04699999999,1.357882747356406,-1.0290084162878892,56.698,0.023944379994755526,-1.2290427257975876,28.296000000000003,0.005163977794943576,-2.2767857142861336,M
2019-01-10 11:33:50,95362.92000000001,0.9654273665040739,4.244172724952149,56.65,0.025980762113533874,0.2610229276887992,28.304444444444446,0.005270462766945846,-2.571428571429113,M
