date,pre,hum,tem,occ
2019-09-23 17:53:20,95241.98,56.68,26.82,H
2019-09-25 12:21:40,95241.27,55.66,27.36,L
2019-09-25 12:15:00,95237.64,55.89,27.51,L
2019-09-24 11:44:30,95358.83,58.08,27.5,M
2019-09-18 19:17:00,95014.24,57.54,27.23,M
2019-09-25 12:17:20,95237.46,55.92,27.45,L
2019-09-24 11:49:10,95360.06,58.5,27.26,M
2019-10-02 20:46:20,95197.67,59.09,27.27,L
2019-09-23 17:36:10,95240.65,51.63,27.67,H
2019-09-24 11:56:20,95360.59,59.27,27.25,M
2019-09-24 11:55:40,95359.05,59.24,27.24,M
2019-10-01 11:42:00,95360.4,55.87,28.61,M
2019-10-02 20:39:50,95188.42,59.96,27.24,L
2019-10-02 20:34:30,95181.32,60.45,27.15,L
2019-09-24 19:11:30,94914.23,56.37,29.46,H
2019-09-24 19:12:50,94917.96,56.99,29.25,H
2019-10-01 11:28:40,95360.39,58.67,27.9,M
2019-09-18 19:07:30,95007.08,58.42,26.95,M
2019-09-25 12:07:20,95237.69,57.01,27.38,L
2019-09-25 12:19:30,95240.46,55.47,27.36,L
2019-09-25 12:23:20,95237.0,55.5,27.31,L
2019-09-23 17:44:50,95233.11,55.52,26.84,H
2019-09-23 17:43:40,95237.19,55.11,26.86,H
2019-09-24 19:08:30,94910.01,53.87,29.75,H
2019-09-18 19:09:50,95001.91,61.35,26.83,M
2019-09-18 19:17:30,95012.52,57.18,27.39,M
2019-09-23 14:03:00,95444.62,55.36,27.64,M
2019-09-25 12:25:20,95234.87,55.54,27.37,L
2019-09-24 11:47:00,95356.66,58.02,27.41,M
2019-10-01 11:37:20,95363.94,56.2,28.51,M
2019-09-24 16:05:10,94973.38,54.05,28.61,M
2019-10-01 11:44:10,95358.21,56.09,28.6,M
2019-09-18 19:22:10,95009.46,55.78,27.86,M
2019-10-01 11:30:00,95358.02,57.96,28.07,M
2019-09-24 11:54:40,95357.49,59.01,27.25,M
2019-09-24 19:11:10,94914.36,56.3,29.52,H
2019-09-24 19:14:20,94922.22,56.78,29.27,H
2019-09-18 19:19:20,95012.84,56.5,27.87,M
2019-09-24 19:13:10,94916.8,56.71,29.32,H
2019-09-24 19:17:30,94908.02,57.51,29.15,H
2019-09-24 16:16:00,94976.34,52.19,28.55,M
2019-10-02 20:44:30,95195.64,59.48,27.24,L
2019-09-24 11:56:30,95360.49,59.24,27.22,M
2019-10-01 11:40:30,95364.59,56.17,28.54,M
2019-10-02 20:46:50,95200.47,59.1,27.24,L
2019-09-24 16:10:10,94983.38,53.21,28.59,M
2019-09-23 17:38:20,95247.4,53.26,27.17,H
2019-09-23 14:05:00,95434.51,55.9,27.49,M
2019-09-23 14:04:00,95437.29,55.61,27.59,M
2019-09-23 17:42:50,95238.8,54.76,26.87,H
2019-09-23 14:07:50,95425.28,56.6,27.31,M
2019-09-24 19:05:10,94912.55,55.93,29.23,H
2019-09-24 19:17:00,94920.33,57.09,29.25,H
2019-09-24 11:48:50,95356.73,58.41,27.3,M
2019-09-24 19:03:30,94906.0,56.39,29.26,H
2019-10-01 11:27:20,95363.35,59.69,27.68,M
2019-09-25 12:07:30,95246.01,56.93,27.45,L
2019-10-01 11:36:10,95364.1,56.47,28.43,M
2019-09-23 14:02:20,95443.66,55.41,27.68,M
2019-10-02 20:39:10,95190.95,59.62,27.26,L
2019-09-24 19:08:40,94909.35,53.82,29.77,H
2019-09-25 12:25:30,95233.46,55.48,27.36,L
2019-09-18 19:24:50,95000.24,53.22,27.55,M
2019-09-18 19:15:00,95011.01,58.73,26.81,M
2019-09-25 12:10:00,95248.29,54.71,27.64,L
2019-09-23 17:42:00,95240.18,54.66,26.94,H
2019-09-23 17:40:30,95241.23,54.14,26.9,H
2019-09-23 17:47:50,95228.73,56.28,26.79,H
2019-09-23 14:03:20,95441.98,55.59,27.6,M
2019-10-02 20:46:40,95198.67,58.98,27.24,L
2019-10-01 11:28:20,95360.11,58.8,27.85,M
2019-09-25 12:12:30,95242.09,55.45,27.55,L
2019-09-23 14:06:10,95428.66,56.19,27.39,M
2019-10-01 11:24:10,95356.15,61.17,26.92,M
2019-09-24 15:56:20,94994.06,55.65,28.4,M
2019-09-18 19:20:40,95012.7,55.63,27.84,M
2019-09-24 19:08:10,94907.74,54.03,29.7,H
2019-09-24 19:17:20,94917.7,57.24,29.28,H
2019-09-23 17:41:20,95241.97,54.74,26.89,H
2019-09-24 11:47:10,95355.34,58.02,27.39,M
2019-09-24 19:18:00,94914.89,58.62,29.27,H
2019-09-25 12:16:50,95238.44,55.81,27.45,L
2019-09-25 12:26:40,95231.42,55.42,27.33,L
2019-09-24 16:07:50,94984.37,53.52,28.8,M
2019-10-02 20:35:20,95180.17,60.43,27.17,L
2019-09-23 17:39:50,95241.79,54.02,26.97,H
2019-09-24 11:56:40,95361.17,59.25,27.21,M
2019-10-02 20:35:10,95180.94,60.5,27.17,L
2019-09-24 15:58:40,94991.43,54.67,28.57,M
2019-09-24 11:43:00,95351.34,57.08,27.25,M
2019-10-01 11:26:40,95363.94,60.64,27.55,M
2019-10-02 20:33:00,95179.39,60.71,27.16,L
2019-09-18 19:06:30,95005.71,58.22,26.95,M
2019-09-25 12:15:30,95239.05,55.87,27.52,L
2019-09-23 17:44:00,95236.1,55.3,26.87,H
2019-10-01 11:31:10,95357.25,57.45,28.16,M
2019-09-18 19:05:00,95004.87,59.15,27.0,M
2019-09-24 19:15:40,94919.87,57.0,29.31,H
2019-09-24 19:02:10,94908.46,56.38,29.17,H
2019-09-24 11:57:40,95358.83,59.11,27.19,M
2019-09-25 12:20:00,95239.67,55.37,27.35,L
2019-09-25 12:22:10,95238.37,55.49,27.35,L
2019-09-24 19:13:00,94917.54,56.95,29.27,H
2019-09-18 19:21:20,95014.45,55.71,27.82,M
2019-09-23 17:53:40,95240.86,56.87,26.82,H
2019-10-02 20:37:50,95186.08,59.8,27.33,L
2019-09-25 12:21:20,95238.91,55.73,27.34,L
2019-09-23 17:37:50,95245.9,52.9,27.28,H
2019-09-23 17:53:30,95241.01,56.91,26.81,H
2019-10-02 20:45:50,95195.71,59.13,27.25,L
2019-09-18 19:12:30,95007.81,58.42,26.81,M
2019-09-18 19:19:00,95014.63,56.35,27.83,M
2019-09-24 11:50:30,95360.57,58.72,27.2,M
2019-09-24 19:18:50,94918.47,56.71,29.48,H
2019-09-24 16:04:10,94984.95,53.11,28.76,M
2019-09-18 19:07:40,95008.11,58.38,26.95,M
2019-09-24 11:53:50,95357.1,58.82,27.29,M
2019-10-01 11:39:50,95365.14,55.91,28.55,M
2019-09-24 16:00:40,94985.01,54.81,28.64,M
2019-09-23 17:39:30,95242.02,53.89,27.01,H
2019-10-02 20:37:00,95184.06,59.88,27.44,L
2019-09-24 16:14:30,94974.14,52.48,28.54,M
2019-10-02 20:29:40,95174.29,60.77,27.16,L
2019-09-25 12:13:40,95237.05,55.49,27.5,L
2019-09-23 17:37:20,95241.71,52.34,27.32,H
2019-09-25 12:12:00,95244.61,55.03,27.59,L
2019-09-24 16:10:20,94983.33,53.21,28.53,M
2019-09-24 16:13:30,94974.53,52.69,28.49,M
2019-09-24 11:54:00,95357.49,58.83,27.27,M
2019-09-23 14:07:20,95425.89,56.8,27.32,M
2019-09-24 12:03:20,95343.18,58.73,27.31,M
2019-09-24 19:07:20,94907.6,54.33,29.59,H
2019-09-24 11:58:20,95359.64,59.5,27.17,M
2019-09-24 19:01:40,94908.13,56.59,29.12,H
2019-10-02 20:29:00,95173.91,61.05,27.15,L
2019-09-24 16:01:00,94995.76,54.47,28.58,M
2019-09-23 13:58:30,95442.7,55.34,28.24,M
2019-09-23 14:05:20,95431.14,56.0,27.47,M
2019-09-24 15:58:50,94992.15,54.61,28.58,M
2019-09-24 19:07:50,94908.06,54.2,29.67,H
2019-10-02 20:43:50,95195.15,59.52,27.24,L
2019-10-02 20:44:10,95195.59,59.51,27.25,L
2019-09-24 19:17:50,94911.49,58.37,29.18,H
2019-09-18 19:20:00,95011.0,55.92,27.8,M
2019-09-24 19:12:00,94910.59,56.68,29.44,H
2019-09-24 16:10:40,94982.0,53.46,28.49,M
2019-09-18 19:16:20,95011.81,57.9,27.05,M
2019-09-18 19:18:50,95014.73,56.37,27.79,M
2019-09-24 19:17:40,94909.58,57.63,29.13,H
