date,pre,hum,tem,occ
2019-09-25 12:25:30,95232.35,55.42,27.35,L
2019-09-25 12:13:00,95238.79,55.45,27.5,L
2019-10-01 11:42:30,95358.94,55.96,28.6,M
2019-09-18 19:14:30,95002.4,59.04,26.78,M
2019-09-24 11:57:30,95359.24,59.12,27.2,M
2019-10-02 20:28:30,95173.53,61.24,27.13,L
2019-09-23 14:00:00,95443.59,54.57,28.1,M
2019-10-01 11:31:30,95359.06,57.37,28.21,M
2019-10-01 11:35:00,95363.58,56.49,28.44,M
2019-09-24 16:11:00,94980.42,53.26,28.54,M
2019-09-24 19:19:30,94920.63,56.51,29.6,H
2019-09-24 19:10:30,94914.09,56.12,29.53,H
2019-10-01 11:33:30,95362.59,56.71,28.3,M
2019-09-18 19:15:00,95011.18,58.63,26.83,M
2019-09-25 12:24:00,95236.68,55.86,27.36,L
2019-09-25 12:12:30,95241.64,55.43,27.54,L
2019-09-24 12:04:30,95341.53,60.12,28.2,M
2019-09-25 12:06:00,95238.64,62.76,27.02,L
2019-09-23 17:35:00,95234.55,52.3,27.94,H
2019-09-24 11:53:00,95358.26,58.97,27.24,M
2019-09-18 19:10:00,95005.32,59.94,26.78,M
2019-09-24 19:18:30,94917.66,56.81,29.43,H
2019-10-02 20:32:00,95179.17,60.62,27.13,L
2019-10-01 11:32:00,95359.08,57.55,28.25,M
2019-09-25 12:19:30,95239.98,55.41,27.35,L
2019-09-18 19:12:30,95007.16,58.4,26.81,M
2019-09-24 16:09:00,94982.83,53.52,28.62,M
2019-09-24 11:51:00,95358.89,58.86,27.21,M
2019-10-01 11:28:30,95360.03,58.67,27.9,M
2019-09-24 19:16:30,94921.25,57.57,29.28,H
2019-10-02 20:44:30,95197.22,59.4,27.24,L
2019-09-24 15:56:30,94996.47,56.04,28.39,M
2019-10-01 11:43:00,95359.77,55.92,28.64,M
2019-10-01 11:26:30,95363.76,60.74,27.56,M
2019-10-01 11:42:00,95360.74,55.87,28.58,M
2019-09-24 16:08:30,94984.53,53.48,28.62,M
2019-10-01 11:34:00,95362.64,56.62,28.35,M
2019-09-24 15:56:00,94993.73,56.75,28.46,M
2019-09-23 17:42:30,95238.95,54.76,26.89,H
2019-09-18 19:04:30,95006.37,59.65,27.08,M
2019-09-24 16:06:30,94986.09,53.64,28.7,M
2019-09-18 19:08:00,95006.27,58.31,26.91,M
2019-09-25 12:20:00,95239.71,55.38,27.35,L
2019-09-25 12:08:00,95245.14,55.64,27.6,L
2019-09-24 15:58:00,94992.32,55.03,28.5,M
2019-10-01 11:26:00,95354.03,63.74,27.44,M
2019-09-24 11:52:00,95360.44,58.83,27.22,M
2019-09-24 19:03:00,94906.1,56.45,29.22,H
2019-09-25 12:23:30,95235.88,55.46,27.31,L
2019-09-25 12:12:00,95243.8,55.13,27.57,L
2019-10-01 11:44:00,95356.7,56.14,28.6,M
2019-09-18 19:06:30,95006.23,58.04,26.94,M
2019-09-18 19:20:30,95013.06,55.69,27.8,M
2019-10-02 20:38:30,95189.8,59.76,27.28,L
2019-10-02 20:30:30,95175.51,60.84,27.13,L
2019-09-18 19:21:00,95014.37,55.78,27.76,M
2019-09-24 16:13:30,94974.08,52.62,28.51,M
2019-09-23 17:50:30,95239.16,56.56,26.79,H
2019-09-23 17:44:30,95234.36,55.4,26.84,H
2019-09-24 19:07:30,94906.72,54.25,29.63,H
2019-09-24 15:58:30,94991.39,54.69,28.56,M
2019-10-02 20:45:00,95198.73,59.51,27.23,L
2019-09-24 16:12:00,94971.01,53.9,28.33,M
2019-09-24 16:03:30,94987.99,53.19,28.66,M
2019-09-24 11:44:00,95359.6,58.52,27.47,M
2019-09-23 13:58:30,95442.68,55.71,28.24,M
2019-10-01 11:29:30,95357.31,58.04,28.02,M
2019-09-24 16:09:30,94982.38,53.42,28.53,M
2019-09-23 17:38:30,95244.74,53.34,27.14,H
2019-09-24 12:03:00,95342.82,59.8,27.27,M
2019-10-02 20:40:00,95190.01,59.87,27.25,L
2019-10-02 20:43:30,95195.42,59.53,27.24,L
2019-09-24 19:01:00,94908.1,56.81,29.06,H
2019-09-18 19:18:30,95014.84,56.7,27.77,M
2019-09-25 12:08:30,95244.4,55.23,27.65,L
2019-10-02 20:33:00,95178.48,60.6,27.14,L
2019-09-18 19:17:30,95012.09,56.99,27.45,M
2019-09-24 19:15:00,94917.78,56.95,29.28,H
2019-09-24 16:07:30,94984.11,53.53,28.77,M
2019-09-24 16:05:00,94977.01,54.03,28.59,M
2019-09-24 12:03:30,95342.72,57.94,27.33,M
2019-10-02 20:34:00,95180.96,60.64,27.14,L
2019-10-02 20:38:00,95187.94,59.84,27.3,L
2019-09-25 12:07:30,95246.62,56.61,27.5,L
2019-09-25 12:10:30,95247.77,55.05,27.67,L
2019-09-18 19:21:30,95013.02,55.75,27.77,M
2019-09-24 19:14:30,94920.28,56.9,29.3,H
2019-09-24 19:08:00,94908.68,54.03,29.7,H
2019-09-24 19:16:00,94921.46,57.93,29.28,H
2019-09-24 19:15:30,94919.42,57.06,29.28,H
2019-09-23 13:57:00,95438.24,55.3,28.39,M
2019-09-24 16:16:00,94976.2,52.26,28.55,M
2019-09-24 11:54:30,95358.06,58.96,27.25,M
2019-09-23 17:48:30,95233.25,56.5,26.81,H
2019-09-24 11:45:30,95355.98,57.61,27.46,M
2019-09-25 12:09:30,95246.22,54.77,27.66,L
2019-09-24 19:12:00,94906.99,56.92,29.42,H
2019-09-18 19:13:00,95007.87,58.59,26.8,M
2019-09-25 12:13:30,95237.14,55.5,27.5,L
2019-09-23 17:41:30,95241.33,54.98,26.92,H
2019-10-01 11:37:00,95363.93,56.19,28.49,M
2019-09-23 17:37:30,95244.43,52.8,27.3,H
2019-09-24 19:13:00,94917.01,56.7,29.32,H
2019-10-01 11:37:30,95366.16,55.9,28.48,M
2019-10-02 20:42:00,95191.87,59.33,27.23,L
