date,pre,hum,tem,occ
2020-05-28 09:30:00,94822.75,61.94,29.97,L
2020-05-28 02:25:00,94442.35,54.76,31.07,L
2020-06-04 10:00:00,94712.64,61.19,30.09,E
2020-06-04 05:45:00,94564.56,59.78,30.46,L
2020-06-04 09:35:00,94725.16,61.41,30.0,L
2020-05-28 03:30:00,94410.07,55.32,31.03,L
2020-05-29 00:00:00,95059.08,43.29,32.1,L
2020-05-29 00:10:00,95110.28,43.18,31.91,M
2020-06-04 11:15:00,94695.59,60.25,30.62,L
2020-05-25 19:45:00,93789.04,44.37,32.66,L
2020-05-29 08:05:00,95123.95,53.06,29.27,L
2020-05-15 00:10:00,94358.37,59.33,30.76,H
2020-06-01 11:05:00,95235.54,61.23,28.48,E
2020-06-04 12:20:00,94677.36,60.05,30.66,L
2020-05-27 07:25:00,94784.56,62.45,27.16,E
2020-05-25 23:30:00,94177.33,51.29,32.6,M
2020-05-25 23:10:00,94145.19,51.24,32.43,L
2020-05-15 00:25:00,94347.63,60.32,30.47,M
2020-05-28 03:15:00,94396.55,55.18,31.02,L
2020-05-29 01:40:00,95380.87,50.84,31.01,L
2020-06-01 02:05:00,95120.08,56.89,29.63,L
2020-06-01 10:05:00,95252.52,62.18,28.15,E
2020-05-27 00:20:00,94867.97,59.91,28.54,E
2020-05-28 03:10:00,94407.47,55.17,31.01,L
2020-05-27 02:40:00,94797.03,57.14,29.66,L
2020-06-04 05:35:00,94566.02,59.57,30.52,L
2020-05-29 00:30:00,95152.37,48.41,31.86,M
2020-05-14 22:35:00,94321.38,56.45,30.87,L
2020-05-28 10:00:00,94827.96,60.9,30.17,L
2020-05-29 00:55:00,95238.18,45.62,31.48,M
2020-05-27 03:50:00,94757.93,56.72,29.73,L
2020-06-04 21:25:00,94514.35,46.05,31.11,L
2020-05-28 06:25:00,94677.6,57.02,30.93,L
2020-05-24 12:55:00,94242.75,52.69,31.91,L
2020-05-25 16:55:00,93882.42,49.87,32.23,M
2020-06-01 05:40:00,95047.89,57.35,29.43,L
2020-05-26 02:25:00,94232.55,54.79,30.73,L
2020-06-04 02:05:00,94640.81,53.69,31.08,L
2020-05-26 01:25:00,94350.55,47.43,31.73,L
